x,y,velocity,curvature
0.0,0.0,0.5796552144716083,0.0
0.012000000000000002,-1.1987999999999998E-5,0.5796552144716083,0.16616550848758724
0.023999999999999997,-4.7904E-5,0.8197570814655936,0.1656625528743994
0.036,-1.07676E-4,1.0039949405887376,0.16515766892947367
0.048,-1.9123199999999997E-4,1.1593161716438922,0.16465089226296675
0.06000000000000001,-2.9850000000000005E-4,1.2961587131705834,0.16414225832171936
0.072,-4.2940800000000005E-4,1.4198758404129712,0.163631802385001
0.084,-5.83884E-4,1.53364769129316,0.1631195595603764
0.096,-7.61856E-4,1.639546337257742,0.16260556477960733
0.10800000000000001,-9.632520000000002E-4,1.7274369442150668,0.16208985279473095
0.12000000000000002,-0.0011880000000000007,1.732968620791721,0.1615724581741588
0.132,-0.0014360280000000007,1.7385536312923529,0.1610534152989357
0.14400000000000002,-0.001707264000000001,1.7441922935989842,0.1605327583590254
0.15600000000000006,-0.0020016360000000015,1.7498849303033546,0.16001052134980104
0.16800000000000004,-0.002319072000000002,1.7556318687757342,0.15948673806841646
0.18000000000000005,-0.002659500000000002,1.7614334412312176,0.15896144211062774
0.1920000000000001,-0.0030228480000000033,1.767289984802199,0.15843466686727053
0.2040000000000001,-0.0034090440000000034,1.7732018416077697,0.15790644552124014
0.2160000000000001,-0.003818016000000004,1.7791693588282866,0.15737681104422827
0.2280000000000001,-0.0042496920000000046,1.785192888778501,0.15684579619381467
0.24000000000000013,-0.004704000000000005,1.7912727889836269,0.1563134335105223
0.25200000000000017,-0.005180868000000006,1.797409422257447,0.15577975531492178
0.2640000000000001,-0.005680224000000006,1.8036031567817037,0.15524479370485453
0.2760000000000002,-0.006201996000000007,1.8098543661831923,0.15470858055308223
0.28800000000000014,-0.006746112000000007,1.8161634296227307,0.15417114750414507
0.30000000000000016,-0.007312500000000009,1.822530731872149,0.15363252597248497
0.31200000000000017,-0.00790108800000001,1.8289566634042944,0.1530927471396874
0.32400000000000023,-0.00851180400000001,1.835441620478187,0.1525518419523753
0.33600000000000024,-0.009144576000000012,1.841986005231731,0.15200984111970745
0.3480000000000002,-0.009799332000000013,1.8485902257689877,0.15146677511157125
0.3600000000000002,-0.010476000000000013,1.8552546962533591,0.15092267415652041
0.3720000000000002,-0.011174508000000014,1.8619798370066476,0.1503775682394784
0.3840000000000003,-0.011894784000000016,1.8687660746007184,0.14983148710029154
0.39600000000000024,-0.012636756000000016,1.8756138419634414,0.14928446023137082
0.4080000000000003,-0.01340035200000002,1.8825235784679735,0.14873651687691916
0.4200000000000003,-0.014185500000000018,1.8894957300489439,0.1481876860302548
0.4320000000000003,-0.01499212800000002,1.896530749303097,0.14763799643263859
0.44400000000000023,-0.015820164000000022,1.9036290955906794,0.14708747657227758
0.45600000000000035,-0.016669536000000026,1.9107912351518823,0.14653615468240502
0.4680000000000003,-0.017540172000000024,1.9180176412218721,0.14598405873974452
0.4800000000000003,-0.018432000000000025,1.925308794136008,0.145431216463981
0.4920000000000004,-0.019344948000000025,1.9326651814521132,0.1448776553161791
0.5040000000000003,-0.020278944000000028,1.9400872980741164,0.14432340249737735
0.5160000000000003,-0.021233916000000033,1.9475756463637297,0.14376848494834132
0.5280000000000004,-0.02220979200000003,1.9551307362726278,0.14321292934804344
0.5400000000000004,-0.023206500000000033,1.9627530854721489,0.14265676211261427
0.5520000000000005,-0.024223968000000033,1.9704432194694048,0.1421000093955499
0.5640000000000004,-0.02526212400000003,1.978201671762118,0.141542697085371
0.5760000000000003,-0.02632089600000004,1.9860289839584975,0.1409848508061105
0.5880000000000005,-0.027400212000000035,1.993925705898079,0.14042649591795392
0.6000000000000004,-0.028500000000000046,2.0018923958606116,0.13986765751194546
0.6120000000000003,-0.029620188000000047,2.009929620619875,0.1393083604159464
0.6240000000000003,-0.030760704000000045,2.0180379556590817,0.13874862918946107
0.6360000000000005,-0.031921476000000046,2.0262179852932167,0.13818848812531925
0.6480000000000005,-0.03310243200000005,2.0344703028382622,0.1376279612483779
0.6600000000000004,-0.034303500000000056,2.0427955107565756,0.13706707231616072
0.6720000000000005,-0.035524608000000055,2.0511942208093545,0.13650584481927722
0.6840000000000006,-0.03676568400000005,2.0596670542530227,0.13594430197920862
0.6960000000000005,-0.038026656000000054,2.068214641994256,0.13538246674920193
0.7080000000000005,-0.03930745200000006,2.0768376247339413,0.13482036181613868
0.7200000000000005,-0.04060800000000006,2.085536653183592,0.13425800959795037
0.7320000000000005,-0.04192822800000006,2.0943123882365886,0.1336954322443559
0.7440000000000007,-0.043268064000000064,2.103165501120473,0.13313265163907856
0.7560000000000004,-0.04462743600000006,2.1120966736498046,0.13256968939596242
0.7680000000000005,-0.04600627200000006,2.1211065983353135,0.1320065668645553
0.7800000000000005,-0.04740450000000006,2.1301959786545734,0.13144330512577876
0.7920000000000005,-0.04882204800000006,2.1393655292247677,0.13087992499414644
0.8040000000000006,-0.050258844000000066,2.1486159759850274,0.1303164470196377
0.8160000000000005,-0.051714816000000066,2.1579480564717537,0.1297528914842372
0.8280000000000006,-0.053189892000000065,2.1673625199380298,0.12918927840830516
0.8400000000000005,-0.05468400000000008,2.1768601276992934,0.12862562754361706
0.8520000000000005,-0.05619706800000008,2.1864416532256206,0.12806195838197681
0.8640000000000005,-0.05772902400000008,2.196107882478911,0.12749829014954542
0.8760000000000006,-0.05927979600000008,2.205859614090309,0.1269346418110435
0.8880000000000005,-0.060849312000000086,2.215697659644639,0.12637103206802472
0.9000000000000007,-0.062437500000000076,2.225622843849795,0.12580747936414374
